"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
CA ,11b,Other,UN1013,2.2,H00,Miscellaneous waste dangerous,0.079,,US,D15,
CA ,11b,Other,UN1046,2.2,H00,Miscellaneous waste dangerous,0.012,,US,D15,
CA ,11b,Other,UN1072,2.2,H00/H05.1,Miscellaneous waste dangerous; Oxidizing,1.001,,US,D9,
CA ,11b,Other,UN1080,2.2,H00,Miscellaneous waste dangerous,2.176,,US,D9,
CA ,11b,Other,UN2424,2.2,H00,Miscellaneous waste dangerous,0.017,,US,D15,
CA ,11b,Other,UN3163,2.2,H00,Miscellaneous waste dangerous,13.303,,US,D10,
CA ,11b,Other,UN1005,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.011,,US,D9,
CA ,11b,Other,UN1017,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.024,,US,D9,
CA ,11b,Other,UN1026,2.3,H00,Miscellaneous waste dangerous,0.002,,US,D9,
CA ,11b,Other,UN1040,2.3,H00,Miscellaneous waste dangerous,0.006,,US,D9,
CA ,11b,Other,UN1040,2.3,H00,Miscellaneous waste dangerous,0.049,,US,D10,
CA ,11b,Other,UN1040,2.3,H00,Miscellaneous waste dangerous,0.025,,US,D13,
CA ,11b,Other,UN1048,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.001,,US,D9,
CA ,11b,Other,UN1050,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.01,,US,D9,
CA ,11b,Other,UN1053,2.3,H00,Miscellaneous waste dangerous,0.013,,US,D9,
CA ,11b,Other,UN1062,2.3,H00,Miscellaneous waste dangerous,0.002,,US,D13,
CA ,11b,Other,UN1076,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.006,,US,D9,
CA ,11b,Other,UN1079,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.016,,US,D9,
CA ,11b,Other,UN1660,2.3,H00/H05.1,Miscellaneous waste dangerous; Oxidizing,0.011,,US,D9,
CA ,11b,Other,UN1741,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.001,,US,D13,
CA ,11b,Other,UN1953,2.3,H00,Miscellaneous waste dangerous,0.002,,US,D15,
CA ,11b,Other,UN1955,2.3,H00,Miscellaneous waste dangerous,0.001,,US,D15,
CA ,11b,Other,UN1975,2.3,H00/H05.1,Miscellaneous waste dangerous; Oxidizing,0.008,,US,D9,
CA ,11b,Other,UN2199,2.3,H00,Miscellaneous waste dangerous,0.003,,US,D15,
CA ,11b,Other,UN3160,2.3,H00,Miscellaneous waste dangerous,0.001,,US,D13,
CA ,11b,Other,UN1131,3.0,H03.0/H06.1,Flammable Liquids; Toxic (Poisonous),0.003,,US,D10,
CA ,11b,Other,UN1228,3.0,H03.0/H06.1,Flammable Liquids; Toxic (Poisonous),0.007,,US,D10,
CA ,11b,Other,UN2363,3.0,H03.0,Flammable Liquids,0.004,,US,D15,
CA ,11b,Other,UN2460,3.0,H03.0,Flammable Liquids,0.008,,US,D13,
CA ,11b,Other,UN1325,4.1,H04.1,Flammable solids,24.047,,US,,R8
CA ,11b,Other,UN1344,4.1,H04.1,Flammable solids,0.081,,US,D10,
CA ,11b,Other,UN1869,4.1,H04.1,Flammable solids,0.007,,US,D10,
CA ,11b,Other,UN2555,4.1,H04.1,Flammable solids,0.005,,US,D10,
CA ,11b,Other,UN3175,4.1,H04.1,Flammable solids,50.314,,US,D10,
CA ,11b,Other,UN3178,4.1,H04.1,Flammable solids,10.303,,US,D10,
CA ,11b,Other,UN3178,4.1,H04.1,Flammable solids,0.5597000000000001,,US,,R4
CA ,11b,Other,UN3179,4.1,H04.1/H06.1,Flammable solids; Toxic (Poisonous),0.008,,US,D10,
CA ,11b,Other,UN1362,4.2,H04.2,Spontaneous Combustion,0.047,,US,D10,
CA ,11b,Other,UN1385,4.2,H04.2,Spontaneous Combustion,0.002,,US,D10,
CA ,11b,Other,UN1431,4.2,H04.2/H08.0,Spontaneous Combustion; Corrosive,1.948,,US,D10,
CA ,11b,Other,UN1932,4.2,H04.2,Spontaneous Combustion,0.005,,US,D10,
CA ,11b,Other,UN2445,4.2,H04.2/H04.3,Spontaneous Combustion; Flammable Gases in contact with water,0.018,,US,D13,
CA ,11b,Other,UN2845,4.2,H04.2,Spontaneous Combustion,0.001,,US,D13,
CA ,11b,Other,UN2846,4.2,H04.2,Spontaneous Combustion,0.792,,US,D10,
CA ,11b,Other,UN3088,4.2,H04.2,Spontaneous Combustion,0.003,,US,D10,
CA ,11b,Other,UN3126,4.2,H04.2/H08.0,Spontaneous Combustion; Corrosive,33.082,,US,,R8
CA ,11b,Other,UN3190,4.2,H04.2,Spontaneous Combustion,727.165,,US,,R4
CA ,11b,Other,UN3190,4.2,H04.2,Spontaneous Combustion,3275.3547000000003,,US,,R8
CA ,11b,Other,UN3200,4.2,H04.2,Spontaneous Combustion,0.018,,US,D10,
CA ,11b,Other,UN3203,4.2,H04.2/H04.3,Spontaneous Combustion; Flammable Gases in contact with water,0.04,,US,D10,
CA ,11b,Other,UN3342,4.2,H04.2,Spontaneous Combustion,0.005,,US,D10,
CA ,11b,Other,UN3394,4.2,H04.2/H04.3,Spontaneous Combustion; Flammable Gases in contact with water,0.047,,US,D13,
CA ,11b,Other,UN1340,4.3,H04.3/H04.1,Flammable Gases in contact with water; Flammable solids,0.003,,US,D10,
CA ,11b,Other,UN1391,4.3,H04.3,Flammable Gases in contact with water,2.92,,US,D10,
CA ,11b,Other,UN1391,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,5.433999999999999,,US,D14,
CA ,11b,Other,UN1396,4.3,H04.3,Flammable Gases in contact with water,0.004,,US,D10,
CA ,11b,Other,UN1401,4.3,H04.3,Flammable Gases in contact with water,0.004,,US,D10,
CA ,11b,Other,UN1404,4.3,H04.3,Flammable Gases in contact with water,0.047,,US,D10,
CA ,11b,Other,UN1415,4.3,H04.3,Flammable Gases in contact with water,1.279,,US,D10,
CA ,11b,Other,UN1418,4.3,H04.3/H04.2,Flammable Gases in contact with water; Spontaneous Combustion,0.008,,US,D10,
CA ,11b,Other,UN1428,4.3,H04.3,Flammable Gases in contact with water,1.276,,US,D10,
CA ,11b,Other,UN2813,4.3,H04.3,Flammable Gases in contact with water,0.147,,US,D10,
CA ,11b,Other,UN3130,4.3,H04.3/H06.1,Flammable Gases in contact with water; Toxic (Poisonous),0.005,,US,D10,
CA ,11b,Other,UN3132,4.3,H04.3/H04.1,Flammable Gases in contact with water; Flammable solids,0.034,,US,D10,
CA ,11b,Other,UN3134,4.3,H04.3/H06.1,Flammable Gases in contact with water; Toxic (Poisonous),0.004,,US,D10,
CA ,11b,Other,UN3148,4.3,H04.3,Flammable Gases in contact with water,0.011,,US,D10,
CA ,11b,Other,UN3170,4.3,H04.3,Flammable Gases in contact with water,19.216,BE,DE,,R1
CA ,11b,Other,UN3170,4.3,H04.3,Flammable Gases in contact with water,2664.85937,,US,,R4
CA ,11b,Other,UN3207,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,0.065,,US,D10,
CA ,11b,Other,UN3207,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,0.194,,US,D15,
CA ,11b,Other,UN3399,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,0.005,,US,D10,
CA ,11b,Other,UN3399,4.3,H04.3/H03.0,Flammable Gases in contact with water; Flammable Liquids,0.012,,US,D15,
CA ,11b,Other,UN1477,5.1,H05.1,Oxidizing,0.41,,US,D10,
CA ,11b,Other,UN1479,5.1,H05.1,Oxidizing,9.495,,US,D10,
CA ,11b,Other,UN1484,5.1,H05.1,Oxidizing,0.004,,US,D10,
CA ,11b,Other,UN1500,5.1,H05.1/H06.1,Oxidizing; Toxic (Poisonous),0.793,,US,D10,
CA ,11b,Other,UN2880,5.1,H05.1,Oxidizing,3.114,,US,D10,
CA ,11b,Other,UN2984,5.1,H05.1,Oxidizing,0.076,,US,D10,
CA ,11b,Other,UN3085,5.1,H05.1/H08.0,Oxidizing; Corrosive,9.557,,US,D10,
CA ,11b,Other,UN3087,5.1,H05.1/H06.1,Oxidizing; Toxic (Poisonous),0.009,,US,D10,
CA ,11b,Other,UN3098,5.1,H05.1/H08.0,Oxidizing; Corrosive,7.042,,US,D10,
CA ,11b,Other,UN3099,5.1,H05.1/H06.1,Oxidizing; Toxic (Poisonous),0.004,,US,D10,
CA ,11b,Other,UN3139,5.1,H05.1,Oxidizing,5.951,,US,D10,
CA ,11b,Other,UN3103,5.2,H05.2,Organic Peroxides,0.008,,US,D10,
CA ,11b,Other,UN3104,5.2,H05.2,Organic Peroxides,0.032,,US,D10,
CA ,11b,Other,UN3105,5.2,H05.2,Organic Peroxides,0.048,,US,D10,
CA ,11b,Other,UN3106,5.2,H05.2,Organic Peroxides,0.036,,US,D10,
CA ,11b,Other,UN3107,5.2,H05.2,Organic Peroxides,1.19,,US,D10,
CA ,11b,Other,UN3108,5.2,H05.2,Organic Peroxides,0.068,,US,D10,
CA ,11b,Other,UN3109,5.2,H05.2,Organic Peroxides,0.046,,US,D10,
CA ,11b,Other,UN1092,6.1,H06.1/H03.0,Toxic (Poisonous); Flammable Liquids,0.011,,US,D10,
CA ,11b,Other,UN1098,6.1,H06.1/H03.0,Toxic (Poisonous); Flammable Liquids,0.003,,US,D10,
CA ,11b,Other,UN1687,6.1,H06.1,Toxic (Poisonous),1.09,,US,D10,
CA ,11b,Other,UN2471,6.1,H06.1,Toxic (Poisonous),0.005,,US,D10,
CA ,11b,Other,UN2644,6.1,H06.1,Toxic (Poisonous),0.058,,US,D10,
CA ,11b,Other,UN3080,6.1,H06.1/H03.0,Toxic (Poisonous); Flammable Liquids,4.046,,US,D10,
CA ,11b,Other,UN3086,6.1,H06.1/H05.1,Toxic (Poisonous); Oxidizing,19.055,,US,D10,
CA ,11b,Other,UN3287,6.1,H06.1,Toxic (Poisonous),0.06,,US,D10,
CA ,11b,Other,UN3288,6.1,H06.1,Toxic (Poisonous),0.065,,US,D10,
CA ,11b,Other,UN3293,6.1,H06.1,Toxic (Poisonous),2.105,,US,D10,
CA ,11b,Other,UN1760,8.0,H08.0,Corrosive,2.507,,US,D10,
CA ,11b,Other,UN1806,8.0,H08.0,Corrosive,0.004,,US,D10,
CA ,11b,Other,UN1807,8.0,H08.0,Corrosive,0.007,,US,D10,
CA ,11b,Other,UN1810,8.0,H08.0,Corrosive,0.34,,US,D10,
CA ,11b,Other,UN2683,8.0,H08.0/H03.0,Corrosive; Flammable Liquids,0.022,,US,D10,
CA ,11b,Other,UN2922,8.0,H08.0/H06.1,Corrosive; Toxic (Poisonous),0.719,,US,D9,
CA ,11b,Other,UN3090,9.0,H00,Miscellaneous waste dangerous,0.48,,US,D9,
CA ,11b,Other,UN3090,9.0,H00,Miscellaneous waste dangerous,1.583,,US,D10,
CA ,11b,Other,UN3090,9.0,H00,Miscellaneous waste dangerous,0.122,,US,,R4
CA ,11b,Other,UN3090,9.0,H00,Miscellaneous waste dangerous,87.308,,US,,R13
CA ,Y3,"Waste pharmaceuticals, drugs, and medicines",UN1950,2.2,H00,Miscellaneous waste dangerous,17.529,,US,D10,
CA ,Y9,Waste oil;  water,,,H00,Miscellaneous waste dangerous,316.252,,US,,R9
CA ,Y18,Residues arising from industrial waste-disposal operations,UN3090,9.0,H00,Miscellaneous waste dangerous,29.177,,US,,R4
CA ,Y18,Residues arising from industrial waste-disposal operations,UN3091,9.0,H00,Miscellaneous waste dangerous,5.98,,US,,R4
CA ,Y24,Arsenic,UN2188,2.3,H00,Miscellaneous waste dangerous,0.002,,US,D15,
CA ,Y32,Inorganic fluorine compounds,UN1080,2.2,H00,Miscellaneous waste dangerous,0.028,,US,D9,
CA ,Y32,Inorganic fluorine compounds,UN1008,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.002,,US,D9,
CA ,Y32,Inorganic fluorine compounds,UN1859,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.002,,US,D9,
CA ,Y33,Inorganic cyanides,UN1589,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.001,,US,D9,
CA ,Y41,Halogenated organic solvents,UN1028,2.2,H00,Miscellaneous waste dangerous,14.203,,US,D10,
CA ,Y41,Halogenated organic solvents,UN1078,2.2,H00,Miscellaneous waste dangerous,0.922,,US,D10,
CA ,Y41,Halogenated organic solvents,UN1956,2.2,H00,Miscellaneous waste dangerous,0.635,,US,D13,
CA ,Y41,Halogenated organic solvents,UN1064,2.3,H00,Miscellaneous waste dangerous,0.011,,US,D15,
CA ,Y41,Halogenated organic solvents,UN3057,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.001,,US,D9,
CA ,Y42,Organic solvents,UN1950,2.1,H00,Miscellaneous waste dangerous,83.515,,US,D10,
CA ,Y42,Organic solvents,UN1950,2.1,H00,Miscellaneous waste dangerous,66.544,,US,,R1
CA ,Y45,Organohalogen Coumpount,UN1085,2.1,H00,Miscellaneous waste dangerous,0.005,,US,D13,
CA ,Y45,Organohalogen Coumpount,UN3163,2.2,H00,Miscellaneous waste dangerous,80.496,,US,D10,
CA ,Y45,Organohalogen Coumpount,UN1741,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.008,,US,D13,
CA ,Y45,Organohalogen Coumpount,UN2420,2.3,H00/H08.0,Miscellaneous waste dangerous; Corrosive,0.003,,US,D9,
CA ,"Y45,Y18",Organohalogen Coumpount; Residues arising from industrial waste-disposal operations,UN2419,2.1,H00,Miscellaneous waste dangerous,1.198,,US,D10,
CA ,"Y45,Y18",Organohalogen Coumpount; Residues arising from industrial waste-disposal operations,UN3163,2.2,H00,Miscellaneous waste dangerous,53.904,,US,D10,
CH,11b,Discarded equipment containing hazardous components other than those mentioned in 16 02 09 to 16 02 12,,,,,1617.928,,AT,,R4
CH,11b,Machining sludges other than those mentioned in 12 01 14,,,,,29.498,,NL,,R13
CH,11b,Wastes containing other dangerous substances,,,,,174.302,,DE,D10,
CH,11b,Linings and refractories from non-metallurgical processes containing dangerous substances,,,,,280.52,,DE,D12,
CH,11b,Soil and stones containing dangerous substances,,,,,814.744,,DE,D10,
CH,11b,Soil and stones containing dangerous substances,,,,,1945.2,,DE,,R5
CH,11b,Soil and stones containing dangerous substances,,,,,7901.18,,NL,,R5
CH,11b,Dredging spoil containing dangerous substances,,,,,1.2,,DE,,R5
CH,11b,Dredging spoil containing dangerous substances,,,,,825.51,,DE,D12,
CH,11b,Dredging spoil containing dangerous substances,,,,,40245.832,,NL,D10,
CH,11b,Insulation residues of cable recycling,,,,,702.88,,DE,,R3
CH,11b,Waste coating powders,,,,,116.25,,BE,,R3
CH,11b,Other batteries and accumulators,,,,,20.536,,US,,R4
CH,11b,Spent catalysts contaminated with dangerous substances,,,,,47.461,,FR,,R4
CH,Y10,,,,H12,,105.393,,AT,D10,
CH,Y11,,,,H11,,2180.71,,DE,,R4
CH,Y11,,,,H11,,3906.7200000000003,,NL,,R12
CH,Y11,,,,H11,,38.08,,NL,,R4
CH,Y11,,,,H11,,3635.716,,NL,,R5
CH,Y11,,,,H13,,309.209,,AT,,R13
CH,Y12,,,,H12,,247.94,,DE,D10,
CH,Y12,,,,H3,,3267.022,,DE,D10,
CH,Y12,,,,H3,,236.142,,DE,,R1
CH,Y12,,,,H3,,17.518,,DE,,R2
CH,Y12,,,,H3,,922.3589999999999,,DE,,R3
CH,Y12,,,,H4.1,,12.4,,DE,,R1
CH,Y12,,,,H4.1,,39.98,,DE,,R3
CH,Y12,,,,H4.1,,417.07,,NL,,R3
CH,Y12,,,,H4.2,,49.24,,DE,,R4
CH,Y12,,,,,,557.153,,DE,,R3
CH,Y13,,,,H3,,53.6,,DE,,R3
CH,Y14,,,,H6.1,,29.74,,DE,,R3
CH,Y15,,,,H1,,39.844,,DE,D10,
CH,Y16,,,,H8,,258.16,,DE,,R4
CH,Y16,,,,H8,,587.6700000000001,,DE,,R5
CH,Y17,,,,H11,,1239.721,,DE,,R4
CH,Y17,,,,H11,,449.174,,DE,D12,
CH,Y17,,,,H12,,17.066,,DE,,R4
CH,Y17,,,,H12,,244.8,,NL,,R4
CH,Y17,,,,H12,,1058.38,,BE,,R4
CH,Y17,,,,H13,,15.38,,DE,,R4
CH,Y17,,,,H13,,36.646,,AT,,R12
CH,Y17,,,,H13,,911.597,,AT,,R4
CH,Y17,,,,H4.1,,23.56,,DE,,R4
CH,Y17,,,,H6.1,,16.685,,DE,,R4
CH,Y17,,,,H6.1,,63.31,,DE,,R5
CH,Y17,,,,H6.1,,544.717,,DE,D12,
CH,Y17,,,,H6.1,,258.882,,BE,,R4
CH,Y17,,,,H8,,1640.279,,DE,,R4
CH,Y17,,,,H8,,420.16,,DE,,R6
CH,Y17,,,,H8,,65.66,,NL,,R4
CH,Y17,,,,H8,,1702.24,,AT,,R4
CH,Y17,,,,H8,,132.0,,FR,,R4
CH,Y17,,,,H8,,333.5,,BE,,R4
CH,Y17,,,,,,288.906,,DE,,R2
CH,Y17,,,,,,4091.245,,DE,,R4
CH,Y17,,,,,,4115.967,,DE,D12,
CH,Y17,,,,H5.1,,13.71,,DE,D12,
CH,Y18,,,,H11,,3931.976,,DE,D10,
CH,Y18,,,,H11,,274.51,,DE,,R4
CH,Y18,,,,H11,,8216.393,,DE,,R5
CH,Y18,,,,H11,,1984.3500000000001,,DE,D12,
CH,Y18,,,,H11,,184.36,,NL,,R12
CH,Y18,,,,H11,,953.7,,NL,,R3
CH,Y18,,,,H11,,7.1,,BE,,R7
CH,Y18,,,,H12,,226.1,,DE,D1,
CH,Y18,,,,H12,,5588.01,,DE,D10,
CH,Y18,,,,H12,,2258.2799999999997,,DE,,R1
CH,Y18,,,,H12,,114.286,,DE,,R12
CH,Y18,,,,H12,,4158.7300000000005,,DE,,R5
CH,Y18,,,,H12,,4345.9,,FR,D10,
CH,Y18,,,,H3,,23.183,,DE,D9,
CH,Y18,,,,H4.1,,14211.55,,DE,D10,
CH,Y18,,,,H4.1,,14.156,,DE,D9,
CH,Y18,,,,H4.1,,3570.51,,DE,,R12
CH,Y18,,,,H4.1,,461.56,,BE,D10,
CH,Y18,,,,H4.2,,1.562,,DE,,R4
CH,Y18,,,,H6.1,,2.555,,DE,,R12
CH,Y18,,,,H6.1,,228.087,,DE,,R4
CH,Y18,,,,H6.1,,3521.437,,DE,D12,
CH,Y18,,,,,,43.481,,DE,D12,
CH,Y18,,,,,,183.0,,IT,,R7
CH,Y2,,,,H13,,60.0,,BE,,R7
CH,Y2,,,,H3,,283.33599999999996,,DE,D10,
CH,Y2,,,,H3,,133.24,,DE,,R2
CH,Y2,,,,H3,,824.32,,DE,,R3
CH,Y2,,,,H3,,2409.284,,FR,,R2
CH,Y2,,,,H4.1,,287.555,,DE,,R13
CH,Y2,,,,H4.1,,50.5,,GB,,R4
CH,Y2,,,,H4.1,,2.6,,IT,,R8
CH,Y2,,,,H4.2,,79.333,,DE,,R4
CH,Y2,,,,H8,,2058.28,,DE,,R4
CH,Y2,,,,,,111.0,,DE,D9,
CH,Y22,,,,H11,,1.37,,GB,,R5
CH,Y22,,,,H12,,304.264,,DE,,R4
CH,Y22,,,,H4.2,,35.704,,DE,,R4
CH,Y22,,,,,,119.05199999999999,,DE,,R4
CH,Y22,,,,,,1027.09,,DE,,R5
CH,Y22,,,,,,2425.87,,NL,,R12
CH,Y23,,,,H12,,800.0,,DE,,R4
CH,Y23,,,,H12,,500.0,,BE,,R4
CH,Y23,,,,H12,,2595.2,,IT,,R4
CH,Y23,,,,H13,,4984.18,,DE,,R4
CH,Y23,,,,H6.1,,8586.052,,DE,,R4
CH,Y23,,,,H8,,13.79,,DE,,R4
CH,Y23,,,,,,18.601,,DE,,R12
CH,Y23,,,,,,14385.448,,DE,,R4
CH,Y23,,,,,,92.463,,PL,,R4
CH,Y24,,,,H4.2,,19.425,,FR,,R4
CH,Y24,,,,H6.1,,133.497,,FR,,R4
CH,Y26,,,,H8,,90.232,,DE,,R4
CH,Y26,,,,H8,,196.225,,FR,,R4
CH,Y29,,,,H12,,7.5,,DE,D9,
CH,Y29,,,,H12,,98.97,,DE,,R5
CH,Y29,,,,H12,,1.946,,AT,,R4
CH,Y29,,,,H13,,64.574,,DE,D10,
CH,Y29,,,,H13,,11.046,,BE,,R4
CH,Y29,,,,H6.1,,35.769,,DE,,R4
CH,Y29,,,,H6.1,,163.36800000000002,,DE,,R5
CH,Y29,,,,H6.1,,6.0,,DE,,R3
CH,Y29,,,,H6.1,,42.657,,DE,D12,
CH,Y29,,,,H8,,3.9370000000000003,,DE,,R4
CH,Y31,,,,H13,,320.584,,CA,,R4
CH,Y31,,,,H13,,281.963,,JP,,R4
CH,Y31,,,,H6.1,,855.159,,DE,,R4
CH,Y31,,,,H6.1,,614.1,,DE,D12,
CH,Y31,,,,H6.1,,52.192,,BE,,R4
CH,Y31,,,,H8,,14749.089,,DE,,R4
CH,Y31,,,,H8,,247.72,,AT,,R13
CH,Y31,,,,H8,,1445.725,,FR,D9,
CH,Y31,,,,H8,,5554.158,,FR,,R4
CH,Y31,,,,H8,,63.413,,BE,,R4
CH,Y31,,,,,,11.3,,DE,,R4
CH,Y31,,,,,,7283.433,,DE,,R5
CH,Y31,,,,,,461.94,,BE,,R4
CH,Y31,,,,,,25.542,,SE,,R4
CH,Y34,,,,H8,,21.559,,DE,,R3
CH,Y34,,,,H8,,567.96,,FR,,R4
CH,Y36,,,,H11,,18.5,,DE,,R2
CH,Y36,,,,H11,,208.577,,CZ,,R4
CH,Y37,,,,H6.1,,3.699,,DE,D10,
CH,Y37,,,,H6.1,,25.77,,DE,D12,
CH,Y4,,,,H6.1,,303.02,,BE,,R7
CH,Y41,,,,H3,,1916.89,,DE,D10,
CH,Y42,,,,H12,,279.84000000000003,,DE,,R12
CH,Y42,,,,H3,,109.954,,DE,,R1
CH,Y42,,,,H3,,240.714,,DE,,R2
CH,Y42,,,,H3,,207.51999999999998,,FR,,R2
CH,Y42,,,,H6.1,,411.0,,DE,,R3
CH,Y42,,,,H6.1,,462.998,,FR,D10,
CH,Y45,,,,H12,,605.45,,DE,,R4
CH,Y45,,,,H12,,8.417,,DE,,R3
CH,Y45,,,,H6.1,,11318.678,,DE,D12,
CH,Y45,,,,,,161.88,,DE,D12,
CH,Y47,,,,,,14722.108,,DE,D12,
CH,Y5,,,,H11,,26486.4,,DE,,R1
CH,Y5,,,,H11,,944.3,,DE,,R12
CH,Y5,,,,H4.1,,15443.145,,DE,,R1
CH,Y6,,,,H3,,22.0,,CH,,R2
CH,Y6,,,,H3,,456.1,,DE,D10,
CH,Y6,,,,H3,,37.1,,DE,,R2
CH,Y6,,,,H3,,25.0,,NL,D10,
CH,Y6,,,,H3,,775.142,,NL,,R2
CH,Y6,,,,H3,,163.12,,FR,D10,
CH,Y6,,,,H3,,1720.05,,FR,,R1
CH,Y6,,,,H3,,86.59,,BE,,R2
CH,Y6,,,,H6.1,,2184.225,,FR,D10,
CH,Y6,,,,H8,,1652.59,,DE,D10,
CH,Y6,,,,,,463.603,,DE,D10,
CH,Y6,,,,,,1163.23,,DE,D13,
CH,Y7,,,,H6.1,,25.556,,DE,,R4
CH,Y7,,,,H6.1,,12.285,,DE,D12,
CH,Y8,,,,H13,,317.278,,DE,,R9
CH,Y8,,,,H3,,24.0,,DE,,R1
CH,Y8,,,,H3,,11729.49,,DE,,R9
CH,Y8,,,,H4.1,,7.658,,DE,D9,
CH,Y8,,,,H6.1 ,,216.96,,DE,,R3
CH,Y8,,,,H6.1 ,,70.0,,DE,,R7
CH,Y9,,,,H11,,120.0,,DE,,R3
CH,Y9,,,,H11,,2153.98,,DE,,R9
CH,Y9,,,,H12,,85.2,,DE,D9,
CH,Y9,,,,H12,,164.52,,IT,,R13
CL,Y22,copper compounds,,6.1,6.1,,114.6,"PA, NL",BE,,R4
CL,Y31,lead-acid batteries,,6.1 y 9,8 11,,250.0,,PE,,R4
CL,Y45,"Organohalogen compounds other than substances referred to in this Annex (e.g. Y39, Y41, Y42, Y43, Y44)",,2.2,12.0,,10.0,"PE, EC, PA, PT, NL, ES",FR,D10,
CO,Y10,PCB,,,H11,solid-liquid,229.0,,,D10,
CO,Y4,Pesticides ,,,H11,solid-liquid,87.0,,,D10,
CY,"Y34, Y45, Y39, Y40, Y41, Y42",Laboratory Waste,,,,Solid and Liquid Waste,42.014,-,DE,D10,
CY,Y8,Waste Mineral Oils,,,,Liquid Waste,2176.089,,GR,,R9
CY,Y4,Pesticides Waste,,,,"Powder, Solid and Liquid Waste",0.194,-,DE,D10,
CY,Y46,Waste Portable Batteries,,,,Solid Waste,57.934,-,BE,,R4
CY,Y26,Ni-Cd Industrial Batteries,,,,Solid Waste,0.64,-,FR,,R4
CY,Y12,Off specification batches and unused products containing dangerous substances,,,,Solid Waste,8.165,-,DE,D10,
CY,Y46,Glass,,,,Solid Waste,121.84,-,GR,,R5
CY,Y46,Wood,,,,Solid Waste,400.0,-,GR,,R3
CY,Y46,Used Clothes,,,,Solid Waste,70.49,-,GB,,R3
CZ,Y8,Waste oils ,A3020,,,,1559.28,,DE,,"R1, R9, R13"
CZ,Y8,Waste oils ,,,,,1508.77,,PL,,R9
CZ,Y34,Sulphuric acid and sulphurous acid,A4090,,,,501.68,,DE,,R5
CZ,"Y31,Y34",Waste lead acid batteries,A1160,,,,43.942,,BG,,R4
CZ,Y17,Electrolytes containing metal,A1060,,,,5.15,,DE,,R4
CZ,Y35,Pickling bases,A1060,,,,243.48,,DE,,R5
CZ,Y22,Cuprammonium chloride,A1130,,,,17.6,,GB,,R4
CZ,Y23,Zinc skimmings,A1080,,,,472.9,,DE,,R4
CZ,Y31,,A1020,,,,269.41,,BE,,R4
CZ,Y42,Cleaning paper containing silver and acetone,A3140,,,,2.42,,DE,,R4
CZ,Y29,Amalgam waste from dental care,A1010,,,,2.2,,AT,,R4
CZ,Y8,Oil filters,,,,,56.0,,PL,,"R1, R4"
CZ,Y26,Ni-Cd batteries,A1170,,,,62.129,,DE,,R4
CZ,Y26,Negative electrode of Ni-Cd batteries containing cadmium,A1020,,,,20.5,,SE,,R4
CZ,Y26,Negative electrode of Ni-Cd batteries containing cadmium,A1020,,,,21.52,,US,,R4
CZ,Y_,Metal-bearing sludges,A1050,,,,520.664,,DE,,R4
CZ,Y_,Waste lead acid batteries,A1160,,,,516.438,,DE,,"R4,R5"
CZ,Y_,Tin dross containing Pb,,,,,15.0,,PL,,R4
CZ,Y_,Waste arisen from surface treatment of metals,,,,,4.028,,DE,,R4
CZ,Y_,Pickling bases,A1060,,,,19.54,,DE,,R5
CZ,Y_,Other solvents and solvent mixtures,A3140,,,,97.96,,DE,,"R1, R2"
CZ,Y_,Raw tall soap,A4090,,,,4721.67,,PL,,R3
CZ,Y_,Spent catalyst,A2030,,,,137.06,,DE,,R4
CZ,Y_,Activated carbon containing organic solvents,A4160,,,,470.56,,AT,,R7
CZ,Y_,Other solvents and solvent mixtures,A3140,,,,150.911,,DE,,R2
CZ,Y_,Solid salts and solutions containing heavy metals,,,,,85.7,,DE,,D12
CZ,Y_,CFCs,,,,,43.94,,DE,,R3
DE,Y4,,A4160,,H12,,91.7,,NL,,R7
DE,Y4,,A4160,,H12,,436.8989999999999,,BE,,R7
DE,Y6,,190204*,,H3,,104.8,LU,BE,,R1
DE,Y6,Mixed hazardous waste,190204*,,H4.1,,44.92,,BE,,"R1, R5"
DE,Y6,Mixed hazardous waste,190204*,,H6.1,,763.06,,BE,,R1
DE,Y6,,190209*,,H6.1,,4531.35,,BE,,R1
