"IMPORT OF HAZARDOUS WASTES AND OTHER WASTES IN 2007 
(as provided by Parties)",Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,3.105,"GR,TR,GB,NL",MK,,R1
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,199.544,NL,IE,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,201.34199999999998,"PK,IN,OM,SA,EG,GR",AF,,R1
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,80.9,SI,HR,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,2.0,"SI,AT",HR,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,199.52,"SI,AT",HR,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.2,,47.64,,BE,,R7
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H8,,2.969,NL,IE,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,9.8,,DK,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H6.1,,13.132000000000001,NL,IE,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,80.96,"FR,LU,BE",ES,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,726.76,,AT,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,31.22,,LU,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,34.71,,GR,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H11,,2.782,,AT,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,103.656,,LU,D13,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,4.276,,NL,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,930.3299999999999,,NL,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,6.0,,CZ,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,1054.54,"FR,LU",ES,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,30.483,"MK,GR,BE",YU,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,2.0,NL,BE,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,149.33999999999997,NL,IE,,R12
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,239.76999999999998,NL,IE,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H3,,1.638,,LU,D15,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,15.0,,AT,,R4
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,1131.93,,AT,D10,
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H4.1,,67.86,,BE,,R1
DE,Y_,"Contaminated items (cloths, clothing, filter materials) (36)",150202*,,H12,,10.384,FR,TR,D10,
DE,Y_,End-of-life vehicles containing hazardous substances (41),160104*,,H12,,5.8,,CH,,R12
DE,Y_,End-of-life vehicles containing hazardous substances (41),160104*,,H12,,904.78,,LU,,R4
DE,Y_,Oil filters (8),160107*,,H4.1,,67.82,,LU,,"R3,R4"
DE,Y_,Oil filters (8),160107*,,H4.1,,67.32,,NL,,R4
DE,Y_,Oil filters (8),160107*,,H4.1,,24.16,AT,SI,D10,
DE,Y_,Oil filters (8),160107*,,H4.1,,22.54,DK,NO,,R4
DE,Y_,Oil filters (8),160107*,,H6.1,,200.45999999999998,,NL,,R4
DE,Y_,Oil filters (8),160107*,,H4.1,,140.81,,DK,,R4
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H11,,20.36,,NL,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H8,,5.04,,NL,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H11,,1.24,,SE,,R4
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H11,,9.44,,IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H11,,96.0,,AT,,R4
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160303*,,H11,,0.06,AT,IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H6.1,,42.73,,IE,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H6.1,,5.24,NL,IE,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,99.04,NL,IE,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H4.1,,153.13000000000002,,NL,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H3,,7.82,"AT,CH",IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H3,,62.12,,GR,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H12,,28.56,AT,IT,,R12
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H12,,62.24,,NL,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,39.94,"CH,AT",IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,8.42,AT,IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,18.2,AT,IT,,R12
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,136.58,,NL,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,72.91,,IT,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,11.95,,GR,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,8.6,,CY,D10,
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H11,,117.2,NL,IE,,"R2,R3"
DE,Y_,"Off-specification bAT,CHes and unused products (41)",160305*,,H8,,7.39,,NL,D10,
DE,Y_,Aqueous liquid wastes containing dangerous substances (41),161001*,,H12,,44.12,,NL,D10,
DE,Y_,Linings and refractories (41),161105*,,H12,,169.24,,AT,,R5
DE,Y_,Linings and refractories (41),161105*,,H12,,97.67,,CH,D12,
DE,Y_,Linings and refractories (41),161105*,,H12,,343.52,,NL,,R5
DE,Y_,Linings and refractories (41),161105*,,H12,,17.36,NL,IE,D1,
DE,Y_,Hazardous construction and demolition waste (41),170106*,,H12,,2.26,,CY,D12,
DE,Y_,Hazardous construction and demolition waste (41),170106*,,H12,,74.95,,LU,D8,
DE,Y_,Hazardous construction and demolition waste (41),170106*,,H12,,26.18,"CH,AT",IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,2977.4,,LU,"D8,D9",
DE,Y_,Contaminated soil (23),170503*,,H12,,57728.78,,LU,D8,
DE,Y_,Contaminated soil (23),170503*,,H12,,1557.5,NL,IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,1493.7,"CH,AT",IT,D9,
DE,Y_,Contaminated soil (23),170503*,,H12,,5406.490000000001,"CH,AT",IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,1358.05,"CH,AT",IT,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,3418.3199999999997,CH,IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,4970.49,"AT,CH",IT,D9,
DE,Y_,Contaminated soil (23),170503*,,H12,,9368.206000000002,"AT,CH",IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,147.0,"AT,CH",IT,,R10
DE,Y_,Contaminated soil (23),170503*,,H12,,143.06,AT,IT,D12,
DE,Y_,Contaminated soil (23),170503*,,H12,,27089.76,AT,IT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,74332.85,AT,IT,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,2837.96,,AT,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,4149.530000000001,,LU,D15,
DE,Y_,Contaminated soil (23),170503*,,H12,,1761.857,,LU,D13,
DE,Y_,Contaminated soil (23),170503*,,H12,,18591.489999999998,,LU,D1,
DE,Y_,Contaminated soil (23),170503*,,H12,,14675.018,,LU,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,26257.74,,IE,D9,
DE,Y_,Contaminated soil (23),170503*,,H12,,63660.689999999995,,IE,D8,
DE,Y_,Contaminated soil (23),170503*,,H12,,6569.74,,IE,D15,
DE,Y_,Contaminated soil (23),170503*,,H12,,18440.37,,IE,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,1.695,,CZ,,R4
DE,Y_,Contaminated soil (23),170503*,,H12,,1074.56,,CH,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,1260.1399999999999,,BE,,R5
DE,Y_,Contaminated soil (23),170503*,,H12,,24265.05,,NL,,R5
DE,Y_,Dredging spoil (23),170505*,,H12,,712.216,,LU,D8,
DE,Y_,Dredging spoil (23),170505*,,H12,,1569.82,AT,IT,D1,
DE,Y_,Dredging spoil (23),170505*,,H12,,9579.465,,FR,,R12
DE,Y_,Hazardous construction and demolition waste (41),170507*,,H12,,516.68,AT,IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,346.4,,CH,D10,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,30.269,,CH,D12,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,78.58,,LU,D1,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,470.76,AT,IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,969.08,"AT,CH",IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,302.02,"AT,CH",IT,D12,
DE,Y_,Hazardous construction and demolition waste (41),170903*,,H12,,730.35,"AT,CH",IT,D9,
DE,Y_,Mixed hazardous waste (41),190204*,,H4.1,,1126.0,"CH,AT",IT,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H6.1,,261.3,"CH,AT",IT,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H4.1,,695.59,AT,IT,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H5.1,,7252.2,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190204*,,H6.1,,81.63,"FR,BE",ES,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H4.1,,24.82,"AT,CH",IT,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H12,,776.6,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190204*,,H12,,514.94,,NL,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H11,,177.44,AT,IT,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H11,,3660.88,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190204*,,H11,,85.64,,DK,D10,
DE,Y_,Mixed hazardous waste (41),190204*,,H6.1,,6580.04,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190204*,,H3,,25.0,AT,IT,,R1
DE,Y_,Mixed hazardous waste (41),190208*,,H11,,212.32,,AT,D10,
DE,Y_,Mixed hazardous waste (41),190209*,,H12,,1.06,,NL,D10,
DE,Y_,Mixed hazardous waste (41),190304*,,H11,,20639.62,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190304*,,H11,,5325.9,AT,IT,D9,
DE,Y_,Mixed hazardous waste (41),190304*,,H11,,481.56,"AT,CH",IT,D1,
DE,Y_,Mixed hazardous waste (41),190304*,,H4.1,,2803.46,AT,IT,D1,
DE,Y_,Mixed hazardous waste (41),190304*,,H5.1,,9787.05,"AT,CH",IT,D1,
DE,Y_,Mixed hazardous waste (41),190306*,,H6.1,,107.68,AT,IT,D1,
DE,Y_,Aluminium ashes and residues (22),AA 050,,H4.3,,386.24,,FR,,R4
DE,Y_,Aluminium ashes and residues (22),AA 050,,H4.3,,4876.1900000000005,,NL,,R4
DE,Y_,Waste containing vanadium (C2),AA 060,,H11,,94.73,"CH,AT",IT,,R4
DE,Y_,Waste containing vanadium (C2),AA 060,,H12,,210.3,,AT,D12,
DE,Y_,Waste containing vanadium (C2),AA 060,,H12,,13.68,,SE,,R4
DE,Y_,Waste containing vanadium (C2),AA 060,,H12,,0.865,AT,IT,,R4
DE,Y_,Waste containing vanadium (C2),AA 060,,H12,,107.33,"CH,AT",IT,,R4
DE,Y_,Waste containing vanadium (C2),AA 060,,H11,,23.85,NL,IE,,R12
DE,Y_,Aluminium ashes and residues (22),AA 110,,H11,,469.32,,NL,,R5
DE,Y_,Aluminium ashes and residues (22),AA 110,,H11,,1851.92,"AT,CH",IT,,R5
DE,Y_,Aluminium ashes and residues (22),AA 110,,H11,,291.94,"BE,NL",FR,,R5
DE,Y_,Aluminium ashes and residues (22),AA 110,,H11,,1725.82,"CH,AT",IT,,R5
DE,Y_,Linings and refractories (41),AA 110,,H4.3,,127.46,"BE,NL",FR,,"R1,R5"
DE,Y_,Linings and refractories (41),AA 110,,H6.1,,551.77,FR,ES,,R1
DE,Y_,Linings and refractories (41),AA 110,,H4.3,,1944.3899999999999,FR,ES,,R1
DE,Y_,Linings and refractories (41),AA 110,,H4.3,,256.5,"BE,NL",FR,,R5
DE,Y_,Linings and refractories (41),AA 110,,H4.3,,3861.23,,NL,,"R1,R5"
DE,Y_,Linings and refractories (41),AA 110,,H12,,2873.98,"BE,NL",FR,,R5
DE,Y_,Linings and refractories (41),AA 110,,H12,,672.98,"BE,NL",FR,,"R1,R5"
DE,Y_,Linings and refractories (41),AA 110,,H4.3,,76.69,BE,FR,,"R1,R5"
DE,Y_,Contaminated soil (23),AB 010,,H12,,1602.0,"CH,AT",IT,D1,
DE,Y_,Mixed hazardous waste (41),AB 010,,H6.1,,38.14,AT,IT,D10,
DE,Y_,Solid wastes from on-site effluent treatment (41),AB 010,,H6.1,,1691.79,NL,IE,D1,
DE,Y_,Waste from processing of metalliferous minerals (41),AB 010,,H11,,30.0,,FR,,R5
DE,Y_,Waste from processing of metalliferous minerals (41),AB 010,,H12,,11.0,,FR,,R5
DE,Y_,Casting cores and moulds (41),AB 070,,H12,,447.48,,AT,,R5
DE,Y_,Casting cores and moulds (41),AB 070,,H12,,1217.05,NL,IE,,R5
DE,Y_,Casting cores and moulds (41),AB 070,,H12,,408.76,NL,IE,D1,
DE,Y_,Spent catalysts (24),AB 080,,H4.2,,41.858,,US,,R4
DE,Y_,Spent catalysts (24),AB 080,,H6.1,,96.989,AT,IT,,R4
DE,Y_,Spent catalysts (24),AB 080,,H4.2,,507.21,,NL,,R4
DE,Y_,Spent catalysts (24),AB 080,,H4.2,,3.043,,CZ,,R4
DE,Y_,Spent catalysts (24),AB 080,,H12,,35.788,"SG,BE",MY,,R4
DE,Y_,Spent catalysts (24),AB 080,,H12,,92.4,"AT,CH",IT,,R4
DE,Y_,Spent catalysts (24),AB 080,,H4.2,,75.14699999999999,,GB,,R4
DE,Y_,Waste containing nickel oxide (C5),AB 080,,H11,,169.882,,GB,,R4
DE,Y_,Solid wastes from on-site effluent treatment (41),AB 140,,H12,,2521.56,NL,IE,D1,
DE,Y_,Mixed hazardous waste (41),AC 030,,H6.1,,106.09,NL,IE,,R12
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,1.51,,LU,,R13
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,8.58,NL,BE,,R3
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,202.86000000000004,,NL,,R3
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,41.2,,CZ,,R3
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,29.11,,AT,D10,
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,8.0,,AT,,R3
DE,Y_,"Chlorofluorocarbons, HCFC, HFC (C42)",AC 150,,H12,,8.8,AT,IT,D10,
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,66.88,NL,IE,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,475.54,,SE,,R4
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,6.09,NL,IE,,R4
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,224.04,"HU,SK,CZ",RO,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,384.56,DK,NO,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,96.55,BE,FR,,R4
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,1168.7900000000002,BE,FR,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,286.7,AT,SI,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,1402.721,,NO,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,832.051,,LU,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,25.97,,FR,,"R4,R5"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,2814.99,,FR,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,2329.68,,DK,,R4
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,347.884,,SE,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,3963.2599999999998,,DK,,"R3,R4"
DE,Y_,"Discarded equipment containing CFC, HCFC, HFC (C42)",AC 150,,H12,,46.78,,CZ,,"R3,R4"
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,18.22,NL,IE,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,38896.861999999994,AT,IT,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,1833.0,AT,IT,,R12
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,2822.19,AT,IT,,R3
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,578.7,"AT,CH",IT,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,306.52,BE,FR,D10,
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,23.3,CH,IT,,R12
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,97.52,"CH,AT",IT,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,654.53,AT,CH,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,3827.91,NL,BE,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,11796.95,,LU,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,95.42,DK,NO,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,674.63,,NL,,R3
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,11.2,,NL,,"R1,R3"
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,64.8,,LU,,R13
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,8312.17,,FR,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,3879.54,,FI,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,23883.967999999997,,DK,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,2248.62,,CH,,R12
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,4407.206999999999,,CH,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,84.7,,AT,,R12
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,25021.131999999998,,AT,,R1
DE,Y_,Wood waste treated with wood preservatives (41),AC 170,,H11,,82636.61299999998,,NL,,R1
DE,Y_,Detergents (41),AC 250,,H6.1,,361.42,,LU,D10,
DE,Y_,Detergents (41),AC 250,,H12,,3.4499999999999997,,NL,D10,
DE,Y_,Detergents (41),AC 250,,H12,,8.04,,LU,D13,
DE,Y_,Detergents (41),AC 250,,H6.1,,25.700000000000003,,NL,D10,
DE,Y_,Hazardous construction and demolition waste (41),RB 010,,H11,,779.0,AT,IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),RB 020,,H11,,288.0,,LU,D1,
DE,Y_,Hazardous construction and demolition waste (41),RB 020,,H11,,2234.49,AT,IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),RB 020,,H11,,609.182,"AT,CH",IT,D1,
DE,Y_,Hazardous construction and demolition waste (41),RB 020,,H11,,302.4,"CH,AT",IT,D1,
DE,Y46,Biodegradable kitchen and canteen waste,AD 160,,,,4194.84,,LU,D8,
DE,Y46,Biodegradable kitchen and canteen waste,AD 160,,,,643.18,,NL,,R3
DE,Y46,Biodegradable kitchen and canteen waste,AD 160,,,,2134.8,,LU,,R3
DE,Y46,Biodegradable kitchen and canteen waste,AD 160,,,,6008.1,,AT,,R3
DE,Y46,Biodegradable kitchen and canteen waste,AD 160,,,,1029.76,,NL,D8,
DE,Y46,Bulky waste,AD 160,,,,1061.7,,AT,,R1
DE,Y46,Bulky waste,AD 160,,,,650.5,,AT,D10,
DE,Y46,Garden and park waste,AD 160,,,,643.58,,LU,,R3
DE,Y46,Garden and park waste,AD 160,,,,4621.2,,NL,,R3
DE,Y46,Mixed household waste,AD 160,,,,40404.149999999994,,NL,D10,
DE,Y46,Mixed household waste,AD 160,,,,61616.768,AT,IT,,R13
DE,Y46,Mixed household waste,AD 160,,,,569.67,,AT,D1,
DE,Y46,Mixed household waste,AD 160,,,,3946.54,,AT,,R1
DE,Y46,Mixed household waste,AD 160,,,,18897.81,,AT,D10,
DE,Y46,Mixed household waste,AD 160,,,,6201.22,AT,IT,D10,
DE,Y46,Municipal/household wastes,AD 160,,,,1.5,,NL,,R12
DE,Y46,Municipal/household wastes,AD 160,,,,2083.62,,NL,,R3
DE,Y46,Municipal/household wastes,AD 160,,,,61045.41,AT,IT,,R1
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,19959.75,,CH,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,71490.12000000001,"CH,AT",IT,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,2467.05,"AT,CH",IT,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,333.42,AT,IT,D1,
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,23131.129999999997,AT,IT,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,20574.230000000003,,NL,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,1716.3,,FR,D1,
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,1188.28,,FR,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,12152.64,,FR,,R10
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,36966.87,,CH,D1,
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,7684.14,,CH,,R12
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,39027.99,,AT,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,49135.36,NL,BE,,R5
DE,Y47,Residues arising from the combustion of municipal/household wastes,AB 020,,,,119.02,,DK,,R4
DK,Y_,,A1190,,,,53.0,,SE,,R4
DK,Y42,,A3140,,,,42.0,,IE,D10,
DK,Y41,,A3150,,,,198.0,,IE,D10,
DK,Y4,,A4030,,,,11.0,,IE,D10,
DK,Y9,,A4060,,,,4975.0,,NO,,R3
DK,Y_,,AB010,,H5.1,,598.0,,NL,,R11
DK,Y_,,AB010,,H5.1,,283.0,,NL,,R11
DK,Y_,,AB110,,H8,,2.0,,NL,D10,
DK,Y14,,AB110,,,,25.0,,NO,D10,
DK,Y35,,AB110,,H8,,5995.0,,NO,,R6
DK,Y8,,AC010,,,,1611.0,,NO,D10,
DK,Y8,,AC010,,,,749.0,,NO,D10,
DK,Y9,,AC030,,H3,,429.0,,IT,D10,
DK,Y9,,AC030,,H12,,5321.0,,IT,D10,
DK,Y8,,AC030,,,,781.0,,NO,D10,
DK,Y8,,AC030,,,,2461.0,,NO,D10,
DK,Y8,,AC030,,,,4720.0,,NO,D10,
DK,Y8,,AC030,,,,1499.0,,NO,D10,
DK,Y9,,AC030,,,,7988.0,,NO,,R9
DK,Y8,,AC030,,H3,,1873.0,,SE,,R9
DK,Y8,,AC030,,H3,,2373.0,,SE,D10,
DK,Y8,,AC030,,H3,,2369.0,,SE,D10,
DK,Y_,,AC030,,,,5.0,,SE,,R4
DK,Y_,,AC030,,,,17.0,,SE,,R3
DK,Y6,,AC080,,H12,,60.0,,NO,,R3
DK,Y18,,AC090,,,,33.0,,IE,D10,
DK,Y13,,AC090,,H3,,248.0,,IE,D10,
DK,Y13,,AC090,,H3,,8.0,,IE,D10,
DK,Y18,,AC090,,,,1.0,,IE,D10,
DK,Y13,,AC090,,H3,,5.0,,NO,D10,
DK,Y13,,AC090,,,,44.0,,NO,D10,
DK,Y_,,AC090,,,,79.0,,SE,,R3
DK,Y18,,AC150,,H6.1,,1.0,,IS,D10,
DK,Y18,,AC150,,H13,,17.0,,IS,,R4
DK,Y45,,AC150,,H6.1,,24.0,,IT,D10,
DK,Y45,,AC150,,H12,,48.0,,SE,,R4
DK,Y42,,AC200,,H3,,272.0,,NO,D10,
DK,Y41,,AC210,,,,554.0,,IE,D10,
DK,Y18,,AC210,,,,4.0,,IE,D10,
DK,Y_,,AC210,,H3,,8.0,,NL,D10,
DK,Y6,,AC210,,H3,,516.0,,NL,D10,
DK,Y13,,AC210,,,,6.0,,NO,D10,
DK,Y42,,AC210,,H3,,15.0,,NO,D10,
DK,Y42,,AC210,,H3,,74.0,,NO,D10,
DK,Y42,,AC210,,H3,,971.0,,NO,D10,
DK,Y18,,AC220,,,,5.0,,IE,D10,
DK,Y_,,AC220,,H3,,21.0,,NL,D10,
DK,Y41,,AC220,,H6.1,,26.0,,SE,D10,
DK,Y41,,AC220,,H6.1,,356.0,,SE,D10,
DK,Y41,,AC220,,H6.1,,72.0,,SE,D10,
DK,Y18,,AC250,,,,19.0,,NO,D10,
DK,Y4,,AC270,,H8,,1722.0,,DE,D10,
DK,Y4,,AC270,,H6.1,,1498.0,,DE,D10,
DK,Y2,,AD010,,,,77.0,,IE,D10,
DK,Y18,,AD010,,,,2.0,,IE,D10,
DK,Y2,,AD010,,,,114.0,,IE,D10,
DK,Y2,,AD010,,,,673.0,,IE,D10,
DK,Y2,,AD010,,,,7.0,,IE,D10,
DK,Y2,,AD010,,H3,,36.0,,IE,D10,
DK,Y2,,AD010,,,,28.0,,IE,D10,
DK,Y2,,AD010,,H3,,61.0,,IE,D10,
DK,Y2,,AD010,,,,104.0,,IE,D10,
DK,Y2,,AD010,,,,729.0,,IE,D10,
DK,Y2,,AD010,,H3,,99.0,,IE,D10,
