"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
CA,"Y34,Y23,Y17",Acidic solutions or acids in solid form; Zinc compounds; Wastes resulting from surface treatment of metals and plastics,,8,H08.0,Corrosives,1999.350,,US,D9,,,,
CA,"Y34,Y26",Acidic solutions or acids in solid form; Cadmium; cadmium compounds,,8,H08.0,Corrosives,1.664,,US,,R4,,,
CA,"Y34,Y3",Acidic solutions or acids in solid form; Cadmium; cadmium compounds,,,,Ecotoxic,529.752,,US,D5,,,,
CA,"Y34,Y3",Acidic solutions or acids in solid form; Cadmium; cadmium compounds,,8,H08.0,Corrosives,63.215,,US,D9,,,,
CA,"Y34,Y3",Acidic solutions or acids in solid form; Cadmium; cadmium compounds,,6.1,H06.1,Toxic (Poisonous),18.570,,US,D9,,,,
CA,"Y34,Y31",Acidic solutions or acids in solid form; Lead; lead compounds,,8,H08.0,Corrosives,39.800,,US,,R4,,,
CA,"Y34,Y31,Y21",Acidic solutions or acids in solid form; Lead; lead compounds; Hexavalent chromium compounds,,8,H08.0,Corrosives,3197.991,,US,D3,,,,
CA,"Y34,Y32,Y17",Acidic solutions or acids in solid form; Inorganic fluorine compounds excluding calcium fluoride; Wastes resulting from surface treatment of metals and plastics,,8,H08.0,Corrosives,142.222,,US,D3,,,,
CA,"Y34,Y35",Acidic solutions or acids in solid form; Basic solutions or bases in solid form,,3,H03.0|H08.0,Flammable Liquids; Corrosives,0.478,,US,D10,,,,
CA,"Y34,Y4",Acidic solutions or acids in solid form; Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.350,,US,D10,,,,
CA,"Y34,Y41",Acidic solutions or acids in solid form; Halogenated organic solvents,,8,H08.0,Corrosives,0.003,,US,D10,,,,
CA,"Y34,Y41,Y13","Acidic solutions or acids in solid form; Halogenated organic solvents; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives",,8,H08.0,Corrosives,0.026,,US,D10,,,,
CA,"Y34,Y45","Acidic solutions or acids in solid form; Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,3,H03.0|H08.0,Flammable Liquids; Corrosives,0.002,,US,D10,,,,
CA,"Y34,Y45","Acidic solutions or acids in solid form; Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,8,H08.0,Corrosives,0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,,H12.0,Ecotoxic,1.386,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,,H12.0,Ecotoxic,17.541,,US,D3,,,,
CA,Y35,Basic solutions or bases in solid form,,,H12.0,Ecotoxic,2392.380,,US,D9,,,,
CA,Y35,Basic solutions or bases in solid form,,3,H03.0|H08.0,Flammable Liquids; Corrosives,0.568,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,3,H03.0|H08.0,Flammable Liquids; Corrosives,2.180,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,4.2,H04.2,Spontaneous Combustion,0.212,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,4.2,H04.2,Spontaneous Combustion,0.010,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.200,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.077,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.160,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1|H06.1,Oxidizing; Toxic (Poisonous),0.010,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.007,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,6.1,H06.1,Toxic (Poisonous),0.025,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,47.259,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,7319.630,,US,,R6,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,2418.618,,US,,R__,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.007,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H06.1,Corrosives; Toxic (Poisonous),0.042,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,3.703,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,8.694,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,270.139,,US,D9,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,3.438,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.080,,US,D9,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,1941.464,,US,,R__,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.011,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.820,,US,D9,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.341,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.009,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,5.0999999999999996,H05.1,Oxidizing,0.109,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H03.0,Corrosives; Flammable Liquids,0.002,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H06.1,Corrosives; Toxic (Poisonous),0.087,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,4.2,H04.2,Spontaneous Combustion,0.048,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.070,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H03.0,Corrosives; Flammable Liquids,0.015,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,70.000,,US,,R3,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,2.248,,US,,R4,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H06.1,Corrosives; Toxic (Poisonous),0.197,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H06.1,Corrosives; Toxic (Poisonous),2.680,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,6.1,H06.1,Toxic (Poisonous),0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,14.810,,US,,R4,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0|H05.1,Corrosives; Oxidizing,4.450,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,4.3,H04.3,Flammable Gases in contact with water,2497.600,,US,,R4,,,
CA,Y35,Basic solutions or bases in solid form,,4.2,H04.2,Spontaneous Combustion,0.029,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,4.2,H04.2|H08.0,Spontaneous Combustion; Corrosives,0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.002,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.055,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.005,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,3.381,,US,D10,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.400,,US,D9,,,,
CA,Y35,Basic solutions or bases in solid form,,8,H08.0,Corrosives,0.050,,US,D10,,,,
CA,"Y35,Y18",Basic solutions or bases in solid form,,,H12.0,Ecotoxic,2003.505,,US,D9,,,,
CA,"Y35,Y18",Basic solutions or bases in solid form,,8,H08.0,Corrosives,720.707,,US,D3,,,,
CA,"Y35,Y21,Y31",Basic solutions or bases in solid form; Hexavalent chromium compounds; Lead; lead compounds,,8,H08.0,Corrosives,1.400,,US,D9,,,,
CA,"Y35,Y23",Basic solutions or bases in solid form; Zinc compounds,,8,H08.0,Corrosives,108.539,,US,,R__,,,
CA,"Y35,Y23",Basic solutions or bases in solid form; Zinc compounds,,8,H08.0,Corrosives,2.000,,US,D9,,,,
CA,"Y35,Y23",Basic solutions or bases in solid form; Zinc compounds,,8,H08.0,Corrosives,13.000,,US,,R__,,,
CA,"Y35,Y26",Basic solutions or bases in solid form; Cadmium; cadmium compounds,,8,H08.0,Corrosives,4.679,,US,,R4,,,
CA,"Y35,Y26",Basic solutions or bases in solid form; Cadmium; cadmium compounds,,8,H08.0,Corrosives,6.855,,US,,R4,,,
CA,"Y35,Y3",Basic solutions or bases in solid form; Cadmium; cadmium compounds,,8,H08.0,Corrosives,47.400,,US,D9,,,,
CA,"Y35,Y33,Y38",Basic solutions or bases in solid form; Inorganic cyanides; Organic cyanides,,6.1,H06.1,Toxic (Poisonous),0.229,,US,D10,,,,
CA,"Y35,Y42,Y13","Basic solutions or bases in solid form; Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives",,8,H08.0,Corrosives,0.060,,US,D10,,,,
CA,"Y35,Y6,Y42","Basic solutions or bases in solid form; Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives",,8,H08.0,Corrosives,3.764,,US,,R2,,,
CA,Y39,Phenols; phenol compounds including chlorophenols,,4.0999999999999996,H04.1,Flammable Solids,0.171,,US,D10,,,,
CA,Y39,Phenols; phenol compounds including chlorophenols,,6.1,H06.1,Toxic (Poisonous),0.357,,US,D10,,,,
CA,Y39,Phenols; phenol compounds including chlorophenols,,6.1,H06.1,Toxic (Poisonous),0.075,,US,D10,,,,
CA,Y39,Phenols; phenol compounds including chlorophenols,,8,H08.0,Corrosives,120.000,,US,D10,,,,
CA,"Y40,Y34",Ethers; Acidic solutions or acids in solid form,,8,H08.0|H03.0,Corrosives; Flammable Liquids,0.035,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,3,H03.0,Flammable Liquids,5.251,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,6.1,H06.1,Toxic (Poisonous),0.005,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,6.1,H06.1|H03.0,Toxic (Poisonous); Flammable Liquids,0.130,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,6.1,H06.1,Toxic (Poisonous),0.005,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,6.1,H06.1,Toxic (Poisonous),14.571,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,8,H08.0,Corrosives,0.176,,US,D10,,,,
CA,Y41,Halogenated organic solvents,,4.3,H04.3|H03.0,Flammable Gases in contact with water; Flammable Liquids,0.035,,US,D10,,,,
CA,"Y41,Y18",Halogenated organic solvents,,3,H03.0,Flammable Liquids,874.000,,US,,R1,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.010,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.997,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),401.535,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,35.410,,US,,R__,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,1.694,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,6.1,H06.1,Toxic (Poisonous),7.673,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,20.900,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,0.005,,US,D10,,,,
CA,"Y41,Y42",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,6.1,H06.1,Toxic (Poisonous),0.005,,US,D10,,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,25.939,,US,D10,,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,95.865,,US,D10,,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.196,,US,D9,,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,279.087,,US,D9,,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,151.029,,US,,R1,,,
CA,"Y41,Y42,Y12",Halogenated organic solvents; Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,163.426,,US,D9,,,,
CA,"Y41,Y42,Y12,Y3","Halogenated organic solvents; Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of inks, dyes, pigments, paints, laquers, varnish; Waste pharmaceuticals, drugs and medicines",,3,H03.0,Flammable Liquids,42.200,,US,D9,,,,
CA,"Y41,Y42,Y13","Halogenated organic solvents; Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives",,3,H03.0,Flammable Liquids,1.529,,US,D10,,,,
CA,"Y41,Y42,Y46",Halogenated organic solvents; Organic solvents excluding halogenated solvents; Wastes collected from households,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),727.227,,US,,R13,,,
CA,"Y41,Y42,Y6",Halogenated organic solvents; Organic solvents excluding halogenated solvents; Wastes collected from households,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),684.584,,US,D10,,,,
CA,"Y41,Y6",Halogenated organic solvents; Organic solvents excluding halogenated solvents; Wastes collected from households,,6.1,H06.1,Toxic (Poisonous),304.444,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,,H12.0,Ecotoxic,0.389,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.615,,US,D13,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,2.456,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,2.400,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.005,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.524,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.150,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.005,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.031,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,4.173,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,23.440,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,70.161,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1,Flammable Solids,12.120,,US,,R__,,,
CA,Y42,Organic solvents excluding halogenated solvents,,4.3,H04.3,Flammable Gases in contact with water,0.005,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.962,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,149.360,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.083,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,6.1,H06.1,Toxic (Poisonous),2.144,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,4.2,H04.2,Spontaneous Combustion,0.020,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,4.0999999999999996,H04.1|H06.1,Flammable Solids; Toxic (Poisonous),2.235,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,6.1,H06.1|H03.0,Toxic (Poisonous); Flammable Liquids,0.075,,US,D10,,,,
CA,Y42,Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,0.005,,US,D10,,,,
CA,"Y42,Y12",Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,1159.774,,US,D10,,,,
CA,"Y42,Y12",Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,18.697,,US,,R1,,,
CA,"Y42,Y12",Organic solvents excluding halogenated solvents,,3,H03.0,Flammable Liquids,1118.066,,US,,R2,,,
CA,"Y42,Y13,Y6","Organic solvents excluding halogenated solvents; Wastes from production, formulation and use of resins, latex, plasticizers, glues/adhesives; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,926.520,,US,D10,,,,
CA,"Y42,Y18",Organic solvents excluding halogenated solvents; Residues arising from industrial waste disposal operations,,4.0999999999999996,H04.1,Flammable Solids,8.336,,US,,R13,,,
CA,"Y42,Y18",Organic solvents excluding halogenated solvents; Residues arising from industrial waste disposal operations,,3,H03.0,Flammable Liquids,670.467,,US,D10,,,,
CA,"Y42,Y18",Organic solvents excluding halogenated solvents; Residues arising from industrial waste disposal operations,,3,H03.0,Flammable Liquids,190.000,,US,,R13,,,
CA,"Y42,Y18",Organic solvents excluding halogenated solvents; Residues arising from industrial waste disposal operations,,4.0999999999999996,H04.1,Flammable Solids,151.664,,US,,R13,,,
CA,"Y42,Y22",Organic solvents excluding halogenated solvents; Copper compounds,,6.1,H06.1|H03.0,Toxic (Poisonous); Flammable Liquids,1.005,,US,D10,,,,
CA,"Y42,Y24,Y18",Organic solvents excluding halogenated solvents; Arsenic; arsenic compounds; Residues arising from industrial waste disposal operations,,,H13.0,Leachate,289.698,,US,D9,,,,
CA,"Y42,Y34",Organic solvents excluding halogenated solvents; Acidic solutions or acids in solid form,,8,H08.0|H03.0,Corrosives; Flammable Liquids,0.214,,US,D10,,,,
CA,"Y42,Y34,Y6","Organic solvents excluding halogenated solvents; Acidic solutions or acids in solid form; Wastes from the production, formulation and use of organic solvents",,3,H03.0|H08.0,Flammable Liquids; Corrosives,0.885,,US,D10,,,,
CA,"Y42,Y35",Organic solvents excluding halogenated solvents; Basic solutions or bases in solid form,,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.215,,US,D10,,,,
CA,"Y42,Y35,Y6","Organic solvents excluding halogenated solvents; Basic solutions or bases in solid form; Wastes from the production, formulation and use of organic solvents",,3,H03.0|H08.0,Flammable Liquids; Corrosives,0.200,,US,D10,,,,
CA,"Y42,Y39",Organic solvents excluding halogenated solvents; Phenols; phenol compounds including chlorophenols,,3,H03.0|H08.0,Flammable Liquids; Corrosives,10.341,,US,D10,,,,
CA,"Y42,Y41",Organic solvents excluding halogenated solvents; Halogenated organic solvents,,3,H03.0,Flammable Liquids,136.260,,US,,R1,,,
CA,"Y42,Y41",Organic solvents excluding halogenated solvents; Halogenated organic solvents,,6.1,H06.1,Toxic (Poisonous),46.066,,US,D10,,,,
CA,"Y42,Y41,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),46.485,,US,D10,,,,
CA,"Y42,Y41,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,23.242,,US,D13,,,,
CA,"Y42,Y41,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,102.606,,US,,R13,,,
CA,"Y42,Y41,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,15.143,,US,,R__,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,0.540,,US,D10,,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,0.250,,US,D10,,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),8.800,,US,D10,,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,487.016,,US,D10,,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,3,H03.0,Flammable Liquids,18.000,,US,,R2,,,
CA,"Y42,Y6","Organic solvents excluding halogenated solvents; Halogenated organic solvents; Wastes from the production, formulation and use of organic solvents",,4.0999999999999996,H04.1,Flammable Solids,17.262,,US,D10,,,,
CA,Y45,"Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,,H12.0,Ecotoxic,1.270,,US,D10,,,,
CA,Y45,"Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,8,H08.0,Corrosives,0.002,,US,D10,,,,
CA,Y45,"Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,6.1,H06.1,Toxic (Poisonous),11.986,,US,D10,,,,
CA,Y45,"Organohalogen compounds other than substances referred to in this Appendix (e.g. Y39, Y41, Y42 Y43, Y44)",,3,H03.0|H06.1,Flammable Liquids; Toxic (Poisonous),0.221,,US,D10,,,,
