"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,19.9,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.24,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.74,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.4,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.4,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.46,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.12,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,27.18,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.62,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.14,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.8,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,21.94,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.56,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.06,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.5,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.46,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.34,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.44,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.26,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.52,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.38,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.12,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.32,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,21.58,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,22.3,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.44,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.88,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,21.04,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.34,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.38,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.88,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.56,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.72,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.16,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,25.68,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,22.02,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,17.7,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.68,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,24.94,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,23.68,,DE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 16 05 08*",,,,,26.76,,DE,D10,,
IE,Y31,10 04 02*,,,,,22.93,,PL,,R4,
IE,Y_,16 02 14,,,,,0.5,,GB,,R4,
IE,"Y2, Y41",07 05 03*,,,,,23.14,,DE,D10,,
IE,"Y2, Y41",07 05 03*,,,,,1.52,,DE,D10,,
IE,"Y2, Y41",07 05 03*,,,,,17.38,,DE,D10,,
IE,"Y2, Y41",07 05 03*,,,,,1.2,,DE,D10,,
IE,"Y2, Y41",07 05 03*,,,,,2.08,,DE,D10,,
IE,"Y2, Y41",07 05 03*,,,,,0.76,,DE,D10,,
IE,"Y42, Y6",07 01 04*,,,,,3.93,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,0.06,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,3.73,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,6.99,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,5.13,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,4.46,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,3.0,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,0.12,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,5.84,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,0.21,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,6.0,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,0.8,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,4.09,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,4.32,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,4.5,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,7.11,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,1.91,,DE,,R1,
IE,"Y42, Y6",07 01 04*,,,,,2.87,,DE,,R1,
IE,Y18,16 05 06*,,,,,2.5,,DE,D10,,
IE,Y18,19 02 09*,,,,,2.15,,DE,D10,,
IE,Y18,19 02 09*,,,,,0.01,,DE,D10,,
IE,Y18,19 02 09*,,,,,1.65,,DE,D10,,
IE,"Y12, Y13",20 01 27*,,,,,0.94,,DE,D10,,
IE,"Y12, Y13",20 01 27*,,,,,1.33,,DE,D10,,
IE,Y2,07 05 14,,,,,22.8,,BE,,"R4, R5",
IE,Y2,07 05 14,,,,,16.78,,BE,,"R4, R5",
IE,Y2,07 05 14,,,,,13.88,,BE,,"R4, R5",
IE,Y2,07 05 14,,,,,17.28,,BE,,"R4, R5",
IE,Y2,07 05 14,,,,,20.38,,BE,,"R4, R5",
IE,"Y18, Y2",07 05 01*,,,,,23.74,,DE,,"R1, R5, R12",
IE,"Y18, Y2",07 05 01*,,,,,21.44,,DE,,"R1, R5, R12",
IE,"Y18, Y2",07 05 01*,,,,,24.66,,DE,,"R1, R5, R12",
IE,"Y18, Y2",07 05 01*,,,,,10.0,,DE,,"R1, R5, R12",
IE,"Y18, Y2",19 01 13*,,,,,7.02,,BE,,"R5, R13",
IE,"Y18, Y2",19 01 13*,,,,,6.54,,BE,,"R5, R13",
IE,Y18,19 12 12,,,,,26.19,,GB,,R1,
IE,Y18,19 12 12,,,,,25.62,,GB,,R1,
IE,"Y18, Y2",16 08 07*,,,,,6.96,,GB,,R4,
IE,"Y18, Y2",16 08 07*,,,,,10.1,,GB,,R4,
IE,"Y18, Y2",16 08 07*,,,,,9.46,,GB,,R4,
IE,"Y18, Y2",16 08 07*,,,,,10.46,,GB,,R4,
IE,"Y18, Y2",16 08 07*,,,,,3.84,,GB,,R4,
IE,"Y18, Y2",16 08 07*,,,,,9.86,,GB,,R4,
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,19.68,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,23.58,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,23.02,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,19.2,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,17.34,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,23.68,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,22.88,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,18.22,,DE,,"R2, R3, R4",
IE,"Y1, Y3","16 03 05*, 16 05 06*",,,,,18.28,,DE,,"R2, R3, R4",
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,20.35,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,21.14,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,22.68,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,21.5,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,24.0,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,19.78,,GB,,R2,
IE,Y42,"07 05 01*, 07 05 04*, 14 06 03*",,,,,23.35,,GB,,R2,
IE,Y34,06 01 06*,,,,,23.02,,DE,D9,,
IE,Y34,06 01 06*,,,,,23.56,,DE,D9,,
IE,Y34,06 01 06*,,,,,23.9,,DE,D9,,
IE,Y17,11 01 10,,,,,23.78,,DE,D9,,
IE,Y17,11 01 10,,,,,21.2,,DE,D9,,
IE,Y17,15 02 03,,,,,10.58,,DE,,R12,
IE,"Y18, Y2, Y41",07 05 03*,,,,,23.98,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,23.78,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,26.32,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,24.9,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,26.12,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,25.46,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,9.77,,GB,,R2,
IE,"Y18, Y2, Y41",07 05 03*,,,,,22.16,,GB,,R2,
IE,Y45,"14 06 01*, 16 05 04*",,,,,4.6,,GB,,"R3, R5",
IE,Y45,"14 06 01*, 16 05 04*",,,,,1.68,,GB,,"R3, R5",
IE,Y45,"14 06 01*, 16 05 04*",,,,,0.2446,,GB,,"R3, R5",
IE,Y24,12 01 16*,,,,,1.52,,FI,D10,,
IE,Y17,11 01 16*,,,,,5.1,,US,,R4,
IE,Y_,16 05 08*,,,,,25.08,,BE,D10,,
IE,Y_,16 05 08*,,,,,22.96,,BE,D10,,
IE,Y_,16 05 08*,,,,,14.58,,BE,D10,,
IE,Y_,16 05 08*,,,,,16.62,,BE,D10,,
IE,Y_,16 05 08*,,,,,25.24,,BE,D10,,
IE,Y_,16 05 08*,,,,,26.92,,BE,D10,,
IE,Y2,16 05 07*,,,,,1.07,,BE,D9,,
IE,Y_,16 05 04*,,,,,5.6,,BE,D10,,
IE,"Y2, Y41","07 05 01*, 07 05 03*, 14 06 02*",,,,,25.08,,BE,D10,,
IE,"Y2, Y41","07 05 01*, 07 05 03*, 14 06 02*",,,,,29.02,,BE,D10,,
IE,"Y2, Y41","07 05 01*, 07 05 03*, 14 06 02*",,,,,24.44,,BE,D10,,
IE,"Y2, Y41","07 05 01*, 07 05 03*, 14 06 02*",,,,,21.94,,BE,D10,,
IE,"Y2, Y41","07 05 01*, 07 05 03*, 14 06 02*",,,,,24.18,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.46,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,20.84,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,20.02,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.52,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.96,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,16.9,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.16,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,21.02,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,20.82,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.8,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.34,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,17.9,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,22.6,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,20.94,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,25.28,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.4,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.52,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.931,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.72,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.48,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.58,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.84,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.23,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,18.28,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,19.188,,BE,D10,,
IE,Y2,"07 05 13*, 15 01 10*, 15 02 02*",,,,,17.88,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.84,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.01,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.368,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.18,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.11,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,0.11,,BE,D10,,
IE,"Y13, Y14, Y17, Y2, Y6",15 02 02*,,,,,2.8,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.01,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.04,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,4.55,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.019,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.05,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.3,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.36,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.07,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,0.025,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,1.07,,BE,D10,,
IE,"Y14, Y17, Y23, Y29, Y32, Y33",16 05 07*,,,,,5.79,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,22.84,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,24.06,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,22.12,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,22.0,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,25.02,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,20.82,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,19.6,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,20.74,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,21.46,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,22.36,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,3.07,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,2.72,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,7.43,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,1.78,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,4.001,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,16.06,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,5.98,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,8.66,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,0.84,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,5.7,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,5.9,,BE,D10,,
IE,Y2,"07 05 01*, 07 05 03*, 07 05 04*, 07 05 07*, 07 05 08*, 07 05 11*, 07 05 12, 16 05 07*, 16 05 08*",,,,,3.531,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,8.81,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,1.46,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,0.7,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,14.26,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,10.69,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,3.08,,BE,D10,,
IE,"Y34, Y35","06 01 06*, 06 02 05*, 16 05 07*, 16 05 08*, 20 01 14*, 20 01 15*",,,,,11.327,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,7.55,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,8.8,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,6.48,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,1.23,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,1.12,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,1.81,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,16.38,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.18,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,7.5,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,4.039,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.42,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,2.6,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,0.959,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.58,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.14,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.48,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,4.86,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,9.8,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,0.42,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,6.75,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,10.24,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,2.85,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,0.74,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,5.89,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,3.1,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,6.16,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,8.39,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,6.78,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,3.72,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,4.14,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,7.1,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,0.38,,BE,D10,,
IE,Y2,"07 05 10*, 07 05 13*, 15 01 10*, 15 02 02*, 16 05 07*, 16 05 08*",,,,,6.64,,BE,D10,,
IE,Y13,"08 04 09*, 08 04 10, 08 04 11*, 08 04 12, 08 04 13*, 08 04 14, 08 04 15*, 08 04 16, 08 04 17*, 20 01 27*",,,,,0.037,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,7.28,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,6.87,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,12.89,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,0.22,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,9.67,,BE,D10,,
IE,"Y12, Y13, Y14, Y17, Y2, Y23, Y29, Y3, Y4, Y5, Y6","16 03 05*, 16 03 06",,,,,1.08,,BE,D10,,
